"","Study#","Virus strain","number of samples","Virus dose/note","NHP ID","Time point post challenge","sr_group","sr_group_time","sr_group_dose","sr_info","ag_name","Titer","Titer_thresh1","Titer_thresh20"
"1661","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","BA.1","20.09344668084","20.09344668084","20.09344668084"
"1662","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","BA.2","31.1530842475863","31.1530842475863","31.1530842475863"
"1663","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","BA.2.12.1","31.203156269253999","31.203156269253999","31.203156269253999"
"1664","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","BA.5","13.9421147019077","13.9421147019077","<20"
"1665","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","BQ.1.1","1","<1","<20"
"1666","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","CH.1.1","1","<1","<20"
"1667","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","XBB.1","1","<1","<20"
"1668","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","XBB.1.5","1","<1","<20"
"1669","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","XBC.1.6","1","<1","<20"
"1670","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","FL.1.5.1","1","<1","<20"
"1671","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","DV.7.1","1","<1","<20"
"1672","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","HV.1","20.0955291223109","20.0955291223109","20.0955291223109"
"1673","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","HK.3","19.244304670182","19.244304670182","<20"
"1674","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","BA.2.86","12.125282370000001","12.125282370000001","<20"
"1675","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","EG.5.1","22.641791553384799","22.641791553384799","22.641791553384799"
"1676","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","JN.1","1","<1","<20"
"1677","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","KP.2","18.116304959681699","18.116304959681699","<20"
"1678","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","KP.3","18.1865761115595","18.1865761115595","<20"
"1679","22-05","BA.2.12.1","n=3","?","V128","D10","BA.2.12.1 conv.","BA.2.12.1 conv.:D10","BA.2.12.1 conv.:?","BA.2.12.1 conv._V128_D10_?_22-05","KZ.1.1.1","15.8241555389449","15.8241555389449","<20"
"1680","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","Wuhan","29.617235158061899","29.617235158061899","29.617235158061899"
"1681","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","Alpha","27.52202415739","27.52202415739","27.52202415739"
"1682","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","Beta","20.248052930076799","20.248052930076799","20.248052930076799"
"1683","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","Delta","22.7198010151087","22.7198010151087","22.7198010151087"
"1684","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","BA.1","19.121006885902499","19.121006885902499","<20"
"1685","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","BA.2","30.9135051689892","30.9135051689892","30.9135051689892"
"1686","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","BA.2.12.1","28.440561423608699","28.440561423608699","28.440561423608699"
"1687","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","BA.5","57.687188848831703","57.687188848831703","57.687188848831703"
"1688","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","BQ.1.1","20.621133528282201","20.621133528282201","20.621133528282201"
"1689","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","CH.1.1","20.1800453900481","20.1800453900481","20.1800453900481"
"1690","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","XBB.1","24.701673135349001","24.701673135349001","24.701673135349001"
"1691","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","XBB.1.5","22.0316423144114","22.0316423144114","22.0316423144114"
"1692","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","XBC.1.6","23.968410991576398","23.968410991576398","23.968410991576398"
"1693","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","FL.1.5.1","4.4149651693764396","4.4149651693764396","<20"
"1694","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","DV.7.1","1","<1","<20"
"1695","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","HV.1","20.682890628792801","20.682890628792801","20.682890628792801"
"1696","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","HK.3","4.6522951879308296","4.6522951879308296","<20"
"1697","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","BA.2.86","1","<1","<20"
"1698","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","EG.5.1","13.241562393963299","13.241562393963299","<20"
"1699","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","JN.1","1","<1","<20"
"1700","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","KP.2","1","<1","<20"
"1701","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","KP.3","1","<1","<20"
"1702","22-05","BA.4","n=3","?","06P051","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._06P051_D10_?_22-05","KZ.1.1.1","1","<1","<20"
"1703","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","Wuhan","5.3206858925418503","5.3206858925418503","<20"
"1704","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","Alpha","26.535809336392202","26.535809336392202","26.535809336392202"
"1705","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","Beta","21.421740377676301","21.421740377676301","21.421740377676301"
"1706","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","Delta","18.956099581796","18.956099581796","<20"
"1707","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","BA.1","19.3578381997064","19.3578381997064","<20"
"1708","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","BA.2","24.038565687475899","24.038565687475899","24.038565687475899"
"1709","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","BA.2.12.1","1","<1","<20"
"1710","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","BA.5","52.425724687031902","52.425724687031902","52.425724687031902"
"1711","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","BQ.1.1","1","<1","<20"
"1712","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","CH.1.1","1","<1","<20"
"1713","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","XBB.1","1","<1","<20"
"1714","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","XBB.1.5","19.3936384286384","19.3936384286384","<20"
"1715","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","XBC.1.6","1","<1","<20"
"1716","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","FL.1.5.1","1","<1","<20"
"1717","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","DV.7.1","1","<1","<20"
"1718","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","HV.1","1","<1","<20"
"1719","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","HK.3","1","<1","<20"
"1720","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","BA.2.86","1","<1","<20"
"1721","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","EG.5.1","1","<1","<20"
"1722","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","JN.1","4.1284131779999997","4.1284131779999997","<20"
"1723","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","KP.2","13.614718055034899","13.614718055034899","<20"
"1724","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","KP.3","17.4270519519293","17.4270519519293","<20"
"1725","22-05","BA.4","n=3","?","T979","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._T979_D10_?_22-05","KZ.1.1.1","1","<1","<20"
"1726","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","Wuhan","8.5111198222026001","8.5111198222026001","<20"
"1727","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","Alpha","18.860920059744799","18.860920059744799","<20"
"1728","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","Beta","26.096187538114599","26.096187538114599","26.096187538114599"
"1729","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","Delta","27.509808010727301","27.509808010727301","27.509808010727301"
"1730","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","BA.1","19.1310638160308","19.1310638160308","<20"
"1731","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","BA.2","20.168138863103799","20.168138863103799","20.168138863103799"
"1732","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","BA.2.12.1","12.637060035415301","12.637060035415301","<20"
"1733","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","BA.5","62.119224833171899","62.119224833171899","62.119224833171899"
"1734","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","BQ.1.1","1","<1","<20"
"1735","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","CH.1.1","1","<1","<20"
"1736","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","XBB.1","6.5444564489216299","6.5444564489216299","<20"
"1737","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","XBB.1.5","1","<1","<20"
"1738","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","XBC.1.6","3.9786536941107902","3.9786536941107902","<20"
"1739","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","FL.1.5.1","1","<1","<20"
"1740","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","DV.7.1","1","<1","<20"
"1741","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","HV.1","1","<1","<20"
"1742","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","HK.3","1","<1","<20"
"1743","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","BA.2.86","1","<1","<20"
"1744","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","EG.5.1","17.506210394834","17.506210394834","<20"
"1745","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","JN.1","1","<1","<20"
"1746","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","KP.2","1","<1","<20"
"1747","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","KP.3","1","<1","<20"
"1748","22-05","BA.4","n=3","?","V129","D10","BA.4 conv.","BA.4 conv.:D10","BA.4 conv.:?","BA.4 conv._V129_D10_?_22-05","KZ.1.1.1","1","<1","<20"
"1749","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","Wuhan","1.9446634423718201","1.9446634423718201","<20"
"1750","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","Alpha","23.7882232542654","23.7882232542654","23.7882232542654"
"1751","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","Beta","30.959779551885902","30.959779551885902","30.959779551885902"
"1752","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","Delta","33.359332894905101","33.359332894905101","33.359332894905101"
"1753","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","BA.1","19.8247236697514","19.8247236697514","<20"
"1754","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","BA.2","37.223444876157302","37.223444876157302","37.223444876157302"
"1755","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","BA.2.12.1","29.397135268758799","29.397135268758799","29.397135268758799"
"1756","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","BA.5","52.562121526172","52.562121526172","52.562121526172"
"1757","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","BQ.1.1","1","<1","<20"
"1758","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","CH.1.1","1","<1","<20"
"1759","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","XBB.1","21.873408135414","21.873408135414","21.873408135414"
"1760","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","XBB.1.5","17.326497715359402","17.326497715359402","<20"
"1761","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","XBC.1.6","5.3605857318094197","5.3605857318094197","<20"
"1762","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","FL.1.5.1","10.225091884100401","10.225091884100401","<20"
"1763","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","DV.7.1","1","<1","<20"
"1764","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","HV.1","18.114112949956599","18.114112949956599","<20"
"1765","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","HK.3","1","<1","<20"
"1766","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","BA.2.86","17.152447739999999","17.152447739999999","<20"
"1767","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","EG.5.1","10.5866181794359","10.5866181794359","<20"
"1768","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","JN.1","18.668713","18.668713","<20"
"1769","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","KP.2","3.4318838848317599","3.4318838848317599","<20"
"1770","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","KP.3","18.352421411454699","18.352421411454699","<20"
"1771","22-05","BA.5","n=3","?","15P082","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._15P082_D10_?_22-05","KZ.1.1.1","16.363087370786399","16.363087370786399","<20"
"1772","22-05","BA.5","n=3","?","T989","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._T989_D10_?_22-05","Wuhan","1","<1","<20"
"1773","22-05","BA.5","n=3","?","T989","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._T989_D10_?_22-05","Alpha","16.479411888125401","16.479411888125401","<20"
"1774","22-05","BA.5","n=3","?","T989","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._T989_D10_?_22-05","Beta","25.988327743538299","25.988327743538299","25.988327743538299"
"1775","22-05","BA.5","n=3","?","T989","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._T989_D10_?_22-05","Delta","24.317426774021001","24.317426774021001","24.317426774021001"
"1776","22-05","BA.5","n=3","?","T989","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._T989_D10_?_22-05","BA.1","1","<1","<20"
"1777","22-05","BA.5","n=3","?","T989","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._T989_D10_?_22-05","BA.2","9.7972424909469495","9.7972424909469495","<20"
"1778","22-05","BA.5","n=3","?","T989","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._T989_D10_?_22-05","BA.2.12.1","1","<1","<20"
"1779","22-05","BA.5","n=3","?","T989","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._T989_D10_?_22-05","BA.5","42.877827695611501","42.877827695611501","42.877827695611501"
"1780","22-05","BA.5","n=3","?","T989","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._T989_D10_?_22-05","BQ.1.1","1","<1","<20"
"1781","22-05","BA.5","n=3","?","T989","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._T989_D10_?_22-05","CH.1.1","1","<1","<20"
"1782","22-05","BA.5","n=3","?","T989","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._T989_D10_?_22-05","XBB.1","1","<1","<20"
"1783","22-05","BA.5","n=3","?","T989","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._T989_D10_?_22-05","XBB.1.5","1","<1","<20"
"1784","22-05","BA.5","n=3","?","T989","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._T989_D10_?_22-05","XBC.1.6","3.8670100630452602","3.8670100630452602","<20"
"1785","22-05","BA.5","n=3","?","T989","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._T989_D10_?_22-05","FL.1.5.1","1","<1","<20"
"1786","22-05","BA.5","n=3","?","T989","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._T989_D10_?_22-05","DV.7.1","1","<1","<20"
"1787","22-05","BA.5","n=3","?","T989","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._T989_D10_?_22-05","HV.1","1","<1","<20"
"1788","22-05","BA.5","n=3","?","T989","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._T989_D10_?_22-05","HK.3","1","<1","<20"
"1789","22-05","BA.5","n=3","?","T989","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._T989_D10_?_22-05","BA.2.86","1","<1","<20"
"1790","22-05","BA.5","n=3","?","T989","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._T989_D10_?_22-05","EG.5.1","1","<1","<20"
"1791","22-05","BA.5","n=3","?","T989","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._T989_D10_?_22-05","JN.1","1","<1","<20"
"1792","22-05","BA.5","n=3","?","T989","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._T989_D10_?_22-05","KP.2","1","<1","<20"
